id,track names,artists name,artists id,genres
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,yacht rock
0wtHjEAzLYYyGuk2WtpGwS,Easy,Commodores,6twIAGnYuIT1pncMAsXnEm,soul
6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,0ECwFtbIWEVNwjlrfc6xoL,yacht rock
4zn0kScuV9Oj28d4g9CQQs,Jamming,Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,roots reggae
3Jy0dWV5AnnfyTvHK6UWof,Bright Eyes,Art Garfunkel,6kEsKkXuE4olX7m3mNLZkS,traditional folk
2M2WJ7gBlcKNxdhyfPp9zY,Best of My Love,The Emotions,64CuUOOirKmdAYLQSfaOyr,urban contemporary
5EOoMWIB9iK4ZpcSex9Ec7,Old Time Rock & Roll,Bob Seger,485uL27bPomh29R4JmQehQ,soft rock
4a5pNRjwmzYQuEY1E7O6pj,Breakfast In America - Remastered,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,soft rock
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,0ECwFtbIWEVNwjlrfc6xoL,yacht rock
1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,5NGO30tJxFlKixkPSgXcFE,soft rock
2kUzt5LsTUR0ggquP7O3eN,Whatever You Want,Status Quo,4gIdjgLlvgEOz7MexDZzpM,rock
4aVuWgvD0X63hcOCnZtNFA,Hold the Line,TOTO,0PFtn5NtBbbUNbU9EAmIWF,yacht rock
6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,rock
4ULv5NMsxr6o7WLVk0fMSp,When You're In Love With A Beautiful Woman,Dr. Hook,2Mhi3jfuRSdbVZPdjqsnnN,soft rock
3cfnGXJ9bmiWvFqEO6ff8B,After the Love Has Gone,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,soul
5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,0LcJLqbBmaGUft1e9Mm8HV,swedish pop
7qUTZEf6bgiApJEXpMAH5y,Can't Smile Without You,Barry Manilow,3alW3LYQS8K29z8C8NSLIX,yacht rock
6zC0mpGYwbNTpk9SKwh08f,Wonderful Tonight,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,soft rock
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,rock
33ALuUDfftTs2NEszyvJRm,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1LZEQNv7sE11VDY3SdxQeN,soft rock
77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,rock
5YSI1311X8t31PBjkBG4CZ,Wuthering Heights,Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,singer-songwriter
4z7maGZkAonDlXlwo8q69f,Da Ya Think I'm Sexy?,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,soft rock
3c4OULLWwgRqBfA2dJtRuY,Love Is In The Air,John Paul Young,2wMcQIxzH2LYHJZNxo9FcN,classic uk pop
2AVkArcfALVk2X8sfPRzya,Summer Nights - From “Grease”,John Travolta,4hKkEHkaqCsyxNxXEsszVH,hollywood
3qI94hINNNeb4S7xQi18lS,Blame It on the Boogie,The Jacksons,2yrbLiuBmc9j81lTX3XUuI,soul
5gOd6zDC8vhlYjqbQdJVWP,Baker Street,Gerry Rafferty,7tjbDPvrdvDshcpEMXKRVb,soft rock
37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,soft rock
1Ryxsiacu8pUXIMCVnIQ8J,Still The Same,Bob Seger,485uL27bPomh29R4JmQehQ,soft rock
3KfFrcJoCFXU2uFiO7XwTh,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1LZEQNv7sE11VDY3SdxQeN,soft rock
6ADSaE87h8Y3lccZlBJdXH,With Or Without You - Remastered,U2,51Blml2LZPmy7TTiAg47vQ,rock
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,2jzc5TC5TVFLXQlBNiIUzE,synthpop
7gozgbG5EBTukCFWToTRA5,I Still Haven't Found What I'm Looking For - Remastered 2007,U2,51Blml2LZPmy7TTiAg47vQ,rock
4kOfxxnW1ukZdsNbCKY9br,What's Love Got to Do with It,Tina Turner,1zuJe6b1roixEKMOtyrEak,soft rock
5iwyLsQ5yjnCaRrJGyAPZM,Endless Love,Lionel Richie,3gMaNLQm7D9MornNILzdSl,soft rock
4qO03RMQm88DdpTJcxlglY,Call Me,Blondie,4tpUmLEVLCGFr93o8hFFIB,rock
7ohR0qPH6f2Vuj2pUNanJG,Got To Give It Up - Pt. 1,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul
7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,soul
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,urban contemporary
5veJDT0MLsLbhYsx42GXUD,Don't Stand So Close To Me,The Police,5NGO30tJxFlKixkPSgXcFE,soft rock
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,soul
4w3tQBXhn5345eUXDGBWZG,9 to 5,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,country dawn
57Y3UccJEJqT8w8RWkUAz0,Upside Down,Diana Ross,3MdG05syQeRYPPcClLaUGl,soul
5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,roots reggae
3K7Q9PHUWPTaknlbFPThn2,Celebration,Kool & The Gang,3VNITwohbvU5Wuy5PC6dsI,soul
0qi4b1l0eT3jpzeNHeFXDT,Just Can't Get Enough,Depeche Mode,762310PdDnwsDxAQxzQkfX,synthpop
0J2p4KYdr6Mg4ET6JPlbe1,Super Trouper,ABBA,0LcJLqbBmaGUft1e9Mm8HV,swedish pop
3nFJbZCHP4d9vduKjJLdBL,Never Too Much,Luther Vandross,19y5MFBH7gohEdGwKM7QsP,urban contemporary
7HKez549fwJQDzx3zLjHKC,Start Me Up - Remastered,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,rock
0odIT9B9BvOCnXfS0e4lB5,Bette Davis Eyes,Kim Carnes,5PN2aHIvLEM98XIorsPMhE,soft rock
44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,The Police,5NGO30tJxFlKixkPSgXcFE,soft rock
1YGZyfvdgZxzipWoWYVKxi,Kids In America,Kim Wilde,73a6pNH4YtLNgDbPQwXveo,soft rock
3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,ABBA,0LcJLqbBmaGUft1e9Mm8HV,swedish pop
5JOVSWohrjXW0BFTboh8XO,Don't Go,Yazoo,1G1mX30GpUJqOr1QU2eBSs,synthpop
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,yacht rock
3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,The Human League,1aX2dmV8XoHYCOQRxjPESG,synthpop
0yJvWbn8xQKiDZ84VN5lQG,"De Do Do Do, De Da Da Da",The Police,5NGO30tJxFlKixkPSgXcFE,soft rock
37BTh5g05cxBIRYMbw8g2T,Rosanna,TOTO,0PFtn5NtBbbUNbU9EAmIWF,yacht rock
7iFwfXNYy0goAL54aupC7Q,It's Raining Men,The Weather Girls,19xz1vcuKNjniGEftTOSSH,hi-nrg
15Mh8m2BGTUptR8yy7fNAS,Only You,Yazoo,1G1mX30GpUJqOr1QU2eBSs,synthpop
7j74lucZ59vqN67Ipe2ZcY,Maneater,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,yacht rock
3ZZq9396zv8pcn5GYVhxUi,Down Under,Men At Work,0f3EsoviYnRKTkmayI3cux,soft rock
0fnTADkpDxvjA3v0Ss5bpb,Abracadabra,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,soft rock
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,0PFtn5NtBbbUNbU9EAmIWF,yacht rock
3VZmChrnVW8JK6ano4gSED,Sexual Healing,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,soul
43btz2xjMKpcmjkuRsvxyg,Jack & Diane,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,soft rock
4yKZACkuudvfd600H2dQie,Get Down On It,Kool & The Gang,3VNITwohbvU5Wuy5PC6dsI,soul
3yDhZq8f17SmumVmEyCaRN,Give It Up,KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo,soul
1I6q6nwNjNgik1Qe8Oi0Y7,Do You Really Want To Hurt Me,Culture Club,6kz53iCdBSqhQCZ21CoLcc,synthpop
19Ym5Sg0YyOCa6ao21bdoG,Gypsy,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,yacht rock
6nWcEzyxDozQcmxMoNJtYx,Come On Eileen,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,new wave pop
67eX1ovaHyVPUinMHeUtIM,Hurts So Good,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,soft rock
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,3RGLhK1IP9jnYFH4BRFJBS,rock
58DXqHKK7TfxUmhCq2ux4E,Hard to Say I'm Sorry,Chicago,3iDD7bnsjL9J4fO298r0L0,yacht rock
1hu2s7qkm5bo03eODpRQO3,Wanna Be Startin' Somethin',Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,soul
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock
4YwbSZaYeYja8Umyt222Qf,You Can't Hurry Love - 2016 Remaster,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,soft rock
10kYRZ5byZgBEcmmQizlzj,Electric Avennue,Eddy Grant,6j2HWcd7z61iTLbi8eD0hA,uk reggae
5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,The Clash,3RGLhK1IP9jnYFH4BRFJBS,rock
6tASfEUyB7lE2r6DLzURji,Club Tropicana,Wham!,5lpH0xAS4fVfLkACg9DAuM,new wave pop
4WpmwEdc4RBos8W8icSSxW,Moonlight Shadow,Mike Oldfield,562Od3CffWedyz2BbeYWVn,symphonic rock
0Z9UkcT1pnrmLciUJPcMMS,Gold - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,synthpop
3ix6K4wZY29bCujrSznwFZ,Let's Dance - 2018 Remaster,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,rock
3cbV252akVZInSvJk7jAYX,Flashdance...What a Feeling - Radio Edit,Irene Cara,3oZa8Xs6IjlIUGLAhVyK4G,soft rock
56KqaFSGTb7ifpt16t5Y1N,Rock the Casbah - Remastered,The Clash,3RGLhK1IP9jnYFH4BRFJBS,rock
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0NKDgy9j66h3DLnN8qu1bB,synthpop
1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,Matthew Wilder,3bmFPbLMiLxtR9tFrTcKcP,new wave pop
0CsM8VGDi38kusMv3pxyj1,True - Single Edit,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,synthpop
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock
23l1kVpqMVREiwU1YAlcr4,I Guess That's Why They Call It The Blues,Elton John,3PhoLpVuITZKcymswpck5b,soft rock
4NH4xiPQ7TqNGqj6pZV4ki,Karma Chameleon,Culture Club,6kz53iCdBSqhQCZ21CoLcc,synthpop
62LJFaYihsdVrrkgUOJC05,Kiss,Prince,5a2EaR3hamoenG9rDuVn8j,synth funk
2fICdpdRotwfmGYzvs8Ngf,Rock You Like a Hurricane - 2015 - Remaster,Scorpions,27T030eWyCQRmDyuvr1kxY,rock
1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,Sade,47zz7sob9NUcODy0BTDvKx,sophisti-pop
6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,soul
6HMvJcdw6qLsyV1b5x29sa,Hello,Lionel Richie,3gMaNLQm7D9MornNILzdSl,soft rock
1ot6jEe4w4hYnsOPjd3xKQ,I'm So Excited,The Pointer Sisters,2kreKea2n96dXjcyAU9j5N,soft rock
5jSz894ljfWE0IcHBSM39i,Raspberry Beret,Prince,5a2EaR3hamoenG9rDuVn8j,synth funk
63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,soft rock
1db0gbTSKdRQum8VlbNkiO,Say Say Say - Remastered 2015,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,soft rock
1ZPlNanZsJSPK5h9YZZFbZ,Like a Virgin,Madonna,6tbjWDEIzxoDsBA1FuhfPW,pop
6sn3FHCq2csvNkq2h9Au8V,The Riddle,Nik Kershaw,7kCL98rPFsNKjAHDmWrMac,synthpop
1kIu9zpYtWjgrLlsactlna,Jump (Original Mix),The Pointer Sisters,2kreKea2n96dXjcyAU9j5N,soft rock
51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,Prince,5a2EaR3hamoenG9rDuVn8j,synth funk
3FdHgoJbH3DXNtGLh56pFu,Conga!,Miami Sound Machine,18xgcedCGxFbqLbIQn5R8F,new wave pop
6HPLeKiNm92RbykX2BDTUB,Stuck On You,Lionel Richie,3gMaNLQm7D9MornNILzdSl,soft rock
2vz1CsL5WBsbpBcwgboTAw,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,yacht rock
6JNJERZGJwDVgkmbohBw7u,Self Control,Laura Branigan,4463nfFMmK1cwAWBQDwT5e,synthpop
2K22nUTdyr48JDwI5t906t,Relax,Frankie Goes To Hollywood,1mZu3rO7qSD09GdDpePHhY,synthpop
2ZTIw0fZhFp3nnvF41nvVc,Rebel Yell - Remastered,Billy Idol,7lzordPuZEXxwt9aoVZYmG,soft rock
2gQaQUhDCNGfBVXTvxAmXQ,Shout,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,synthpop
36lkJSDyMEZoWTqtRj8Q8q,You're the Inspiration - 2006 Remaster,Chicago,3iDD7bnsjL9J4fO298r0L0,yacht rock
2RWFncSWZEhSRRifqiDNVV,Run To You,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
07itbZUgkAmBi4CEH5NniJ,I Got You Babe,UB40,69MEO1AADKg1IZrq2XLzo5,uk reggae
1GbyYL0B0Mjn3kSbrEwKKI,The Power Of Love,Frankie Goes To Hollywood,1mZu3rO7qSD09GdDpePHhY,synthpop
3HCah9Waf9Jby9gLIWN4MI,Eyes Without A Face - Remastered,Billy Idol,7lzordPuZEXxwt9aoVZYmG,soft rock
4S1VYqwfkLit9mKVY3MXoo,Forever Young,Alphaville,0xliTEbFfy5HQHvsTknTkX,synthpop
3Z2tPWiNiIpg8UMMoowHIk,We Are The World,U.S.A. For Africa,7sF6m3PpW6G6m6J2gzzmzM,musical advocacy
5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,urban contemporary
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,synthpop
0Dm43YLUlGdePpSbI1ct8h,Part-Time Lover,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,soul
18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,soft rock
3KTxIOIZIE7UM6vwCX4Ofv,Somebody,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
7hkOgKKybgawYUcrkZD3wV,Live Is Life,Opus,5pf1217gT8zcjOFc7oMi47,austropop
2olVm1lHicpveMAo4AUDRB,The Power Of Love,Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,soft rock
1xgqGXZW1udHCjuwjeRDVO,One Night In Bangkok - From “Chess” / Remastered 2016,Murray Head,479Yp6DvyXoIaCssAxB4QR,new wave pop
2OY17ER3xSmNXjGsqWzgn7,Cherish,Kool & The Gang,3VNITwohbvU5Wuy5PC6dsI,soul
1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,soft rock
1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,Foreigner,6IRouO5mvvfcyxtPDKMYFN,soft rock
3G0ENKW9vzV0SuYKaWFflI,Nikita,Elton John,3PhoLpVuITZKcymswpck5b,soft rock
31DvHUCSioX0JD7B4kZMJ9,Money For Nothing,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,soft rock
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
1c9dnQbOzw01ID7X2IsYOE,Slave To Love,Bryan Ferry,5RNFFojXkPRmlJZIwXeKQC,sophisti-pop
6fkvIT9KFKxO8poBeKfaEf,One More Night - 2016 Remaster,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,soft rock
7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,singer-songwriter
1CtAzw53AIXKjAemxy4b1j,Beds Are Burning - Remastered,Midnight Oil,72KyoXzp0NOQij6OcmZUxk,rock
5lWFrW5T3JtxVCLDb7etPu,Bad - 2012 Remaster,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,soul
5xGsNXXTu545MWoeuFfjxT,It's Only Love,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,soft rock
4XX1pFUkQOZTYp6Hb6a6Ae,Venus,Bananarama,3sc7iUG1Wwpwx7bHeZolgx,soft rock
17Ng10tIgnYmAitl0SgT3R,Higher Love - Single Version,Steve Winwood,5gxynDEKwNDgxGJmJjZyte,symphonic rock
3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,singer-songwriter
17CPezzLWzvGfpZW6X8XT0,"Say You, Say Me",Lionel Richie,3gMaNLQm7D9MornNILzdSl,soft rock
6Wiamk8BAAP50gAAJopsy2,Don't Get Me Wrong - 2007 Remaster,Pretenders,0GByy3DcfbQwDvXGCWmzv9,soft rock
5RYLa5P4qweEAKq5U1gdcK,A Kind Of Magic - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,rock
2EGaDf0cPX789H3LNeB03D,Cruel Summer,Bananarama,3sc7iUG1Wwpwx7bHeZolgx,soft rock
029NqmIySn1kOY305AAhxT,Sledgehammer,Peter Gabriel,7C4sUpWGlTy7IANjruj02I,symphonic rock
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,singer-songwriter
0snPJPxkk0MbTc0xeUvAPt,Dancing On The Ceiling,Lionel Richie,3gMaNLQm7D9MornNILzdSl,soft rock
480dDrqG7LO6qDaphHeXlM,Invisible Touch - Remastered 2007,Genesis,3CkvROUTQ6nRi9yQOcsB50,symphonic rock
4ByEFOBuLXpCqvO1kw8Wdm,(I Just) Died In Your Arms,Cutting Crew,3cniTumSiUysiPWXapGx1i,synthpop
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,Europe,7Js6Lde8thlIHXggv2SCBz,swedish melodic rock
3BGbqEDio3ocx1v4egIYr6,Walk Like an Egyptian,The Bangles,51l0uqRxGaczYr4271pVIC,soft rock
2Y90nL1ohB4sgYELDs7uNx,Glory Days,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,singer-songwriter
4CoSCPlKNrWli7E5kFtbcl,Little Lies - 2017 Remaster,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,yacht rock
2oiMNaVCul7qmMzpRStjCg,Land Of Confusion - Remastered 2007,Genesis,3CkvROUTQ6nRi9yQOcsB50,symphonic rock
6wpGqhRvJGNNXwWlPmkMyO,I Still Haven't Found What I'm Looking For,U2,51Blml2LZPmy7TTiAg47vQ,rock
56GbZVwxMdf1DENCluYS8A,Don't Dream It's Over,Crowded House,7ohlPA8dRBtCf92zaZCaaB,rock
6gQUbFwwdYXlKdmqRoWKJe,Dude (Looks Like A Lady),Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,women's music
0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock
4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,Sting,0Ty63ceoRnnJKVEYP0VQpk,sophisti-pop
65E62rOSbm7SZbAMYjNTJq,Pride (In The Name Of Love) - Remastered 2009,U2,51Blml2LZPmy7TTiAg47vQ,rock
1GjbTNFImFrjFsNdleDe78,Never Tear Us Apart,INXS,1eClJfHLoDI4rZe5HxzBFv,soft rock
1kiNatIrwDusOZfR29W0LJ,Man in the Mirror - 2012 Remaster,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,soul
2DjWsDGgL1xNbhnr7f6t5F,Baby Can I Hold You,Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,women's music
07ABETRdek3ACMpRPvQuaT,Always on My Mind,Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,synthpop
2VpdG2QLhVv6qAPdDt9Ipr,Lambada - Original Radio Edit,Kaoma,1LsXqDdYVyONhrjAORENbu,zouk
6C4LXC9UFH1IKiHYOp0BiJ,Sunday Bloody Sunday - Remastered 2008,U2,51Blml2LZPmy7TTiAg47vQ,rock
3h04eZTnmFLRMjZajbrp2R,Need You Tonight,INXS,1eClJfHLoDI4rZe5HxzBFv,soft rock
7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,rock
0nd1Vs5BIoIU4TJlzR8KVB,Faith - Remastered,George Michael,19ra5tSw0tWufvUp8GotLo,soft rock
2OZyDYkNED6mIDi8RXLnWy,Kokomo,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,sunshine pop
6pPWRBubXOBAHnjl5ZIujB,The Best,Tina Turner,1zuJe6b1roixEKMOtyrEak,soft rock
4qgZs0RNjdzKAS22lP0QjY,Where The Streets Have No Name - Remastered,U2,51Blml2LZPmy7TTiAg47vQ,rock
5jmwL2MniQj9ldptIm1h1B,Woman In Chains,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,synthpop
4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,Richard Marx,0grdhNhiRLFBaFVyybqsj6,soft rock
6mYrhCAGWzTdF8QnKuchXM,If I Could Turn Back Time,Cher,72OaDtakiy6yFqkt4TsiFt,pop
0oerlffJSzhRVvtDfLcp3N,Wanted Dead Or Alive,Bon Jovi,58lV9VcRSjABbAbfWS6skp,rock
3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,rock
7Lk83uozmGWre1q8eyOOUP,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",05YVYeV4HxYp5rrWalvuE1,jazz funk
6e40mgJiCid5HRAGrbpGA6,I Want It That Way,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,europop
3APayTEWiUl9Ssep4BOXR2,Torn,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,pop rock
7E81YAfHOaSlnevLjKMghT,Justified & Ancient,The KLF,6dYrdRlNZSKaVxYg5IrvCH,ambient house
6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,2SHhfs4BiDxGQ3oxqf0UHY,swedish pop
2CT3r93YuSHtm57mjxvjhH,Wonderwall,Oasis,2DaxqgrOhkeH0fpeiQq2f4,rock
6PypGyiu0Y2lCDBN1XZEnP,Everybody Hurts,R.E.M.,4KWTAlx2RvbpseOGMEmROg,rock
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,711MCceyCBcFnzjGY4Q7Un,rock
3nvuPQTw2zuFAVuLsC9IYQ,Nothing Compares 2 U,Sinéad O'Connor,4sD9znwiVFx9cgRPZ42aQ1,pop rock
11d9oUiwHuYt216EFA2tiz,Ice Ice Baby,Vanilla Ice,7GXXMm3DB1VswVcuGyInUd,miami hip hop
3GpdNg7Krt9vjc6tgDoKe1,Breakfast At Tiffany's,Deep Blue Something,5N5RfI8FFXk4WQ8kkjE407,pop rock
4VZDv8sASBS8UruUBGTFdk,Hold On,Wilson Phillips,1yMYjh77WgOVafRkI50mim,soft rock
0ldLTYuqnHU92weLtw6W9m,3AM Eternal - Live at the S.S.L.,The KLF,6dYrdRlNZSKaVxYg5IrvCH,ambient house
1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,2rblp9fJo16ZPTcKDtlmKW,rap
1YnVYHXoak0syv4xBRHQRb,Kingston Town,UB40,69MEO1AADKg1IZrq2XLzo5,uk reggae
1umFfZGw8bsBd1a0fLTQI3,"Show Me Heaven - From ""Days Of Thunder""",Maria McKee,30GIF9g2UJ1ifn45kSMTFf,no genre
3ovjw5HZZv43SxTwApooCM,Wind Of Change,Scorpions,27T030eWyCQRmDyuvr1kxY,rock
1v2zyAJrChw5JnfafSkwkJ,Shiny Happy People,R.E.M.,4KWTAlx2RvbpseOGMEmROg,rock
3EJDX96b1RHCREPEZyBdhd,Last Train To Trancentral - Live From The Lost Continent,The KLF,6dYrdRlNZSKaVxYg5IrvCH,ambient house
1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,Nirvana,6olE6TJLqED3rqDCT0FyPh,rock
0nLiqZ6A27jJri2VCalIUs,Nothing Else Matters,Metallica,2ye2Wgw4gimLv2eAKyk1NB,thrash metal
1nSUJWYRqsafI8Bh1X0ypp,People Everyday,Arrested Development,5Va9LuEmaZxnbk1gMnjMD7,rap
67Hna13dNDkZvBpTXRIaOJ,Teardrop,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,trip hop
31AOj9sFz2gM0O3hMARRBx,Losing My Religion,R.E.M.,4KWTAlx2RvbpseOGMEmROg,rock
2JCgLOGh0qCInX82AALLKP,What Time Is Love? - Live at Trancentral,The KLF,6dYrdRlNZSKaVxYg5IrvCH,ambient house
0MKGH8UMfCnq5w7nG06oM5,Come As You Are,Nirvana,6olE6TJLqED3rqDCT0FyPh,rock
5sICkBXVmaCQk5aISGR3x1,Enter Sandman,Metallica,2ye2Wgw4gimLv2eAKyk1NB,thrash metal
4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,rock
4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,urban contemporary
1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,SNAP!,2FrKQPjJe4pVMZOgm0ESOx,hip house
