id,track names,artists name,artists id,track acousticness,track danceability,track duration_ms,track energy,track instrumentalness,track key,track liveness,track loudness,track mode,track speechiness,track time_signature,track valence,genres
507IFqPuG8mBQoKebfGG9t,Long Tall Sally (The Thing),Little Richard,4xls23Ye9WR9yy3yYMpAMm,0.755,0.474,127427,0.608,0.0,5,0.0928,-5.139,1,0.0825,4,0.888,soul
5WAPUAldIHRM28j5fUl1ak,Love Potion No.9,The Clovers,0ckkj0a9CvIJr4h84B0OlN,0.555,0.734,112280,0.59,0.0,7,0.142,-7.807,1,0.148,4,0.782,rock-and-roll
1jdE62HRy0U5vJaOZ0LUUb,Love & Marriage,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,0.919,0.69,155747,0.244,0.0,10,0.218,-10.011,1,0.0364,4,0.598,lounge
3P6OwCX7Ofiaaqtvujb6i5,Sixteen Tons,Tennessee Ernie Ford,7u6FSuqT3SWE2kO8rNVjfp,0.796,0.693,158307,0.324,0.0,11,0.246,-15.085,1,0.205,4,0.382,yodeling
2aEeghgUcnu75tzcolFMfs,La Bamba - Single Version,Ritchie Valens,5Y9xEAGW4GwGJgbiI6W85P,0.787,0.516,126960,0.809,0.000331,0,0.303,-6.419,1,0.0545,4,0.939,rockabilly
0jqr2lIlIU09FsuSOibDdA,Money (That's What I Want),Barrett Strong,3MKwHkhEjcvzva2rasZeWD,0.342,0.656,160267,0.84,0.0,5,0.108,-7.349,1,0.0323,4,0.954,motown
4IYyGIbMS5ZkxDXGfPIrXr,Come Go With Me,The Del-Vikings,10xLCBOlt2NhclsRmrOvX5,0.713,0.566,162293,0.534,0.0,5,0.0883,-9.416,0,0.0409,4,0.582,rock-and-roll
7EM1CeaWPjCdVY1vO0KiO4,Red River Rock,Johnny & The Hurricanes,5sgpmIi6mJNrm3fs3swCa7,0.0946,0.371,128012,0.813,0.919,0,0.272,-11.397,1,0.0741,4,0.822,surf music
4bzvhZFlV9UqQ3EmV2i8s4,Who's Sorry Now,Connie Francis,3EY5DxGdy7x4GelivOjS2Q,0.755,0.522,136627,0.326,2.26e-05,3,0.36,-6.448,1,0.0273,4,0.443,rockabilly
55yFboSykwIU6EueKsNC4N,I'm A Man,Bo Diddley,2bmixwMZXlkl2sbIbOfviq,0.296,0.514,164547,0.539,0.0,3,0.184,-15.628,1,0.0402,4,0.853,traditional blues
6TYR3IVgIwDK6ydc2EPEQq,Lonely Teardrops,Jackie Wilson,4VnomLtKTm9Ahe1tZfmZju,0.406,0.524,166213,0.478,0.0,7,0.74,-8.894,1,0.118,4,0.843,soul
5wbZ3sbWf4PppzZiRxkxou,Ready Teddy,Little Richard,4xls23Ye9WR9yy3yYMpAMm,0.673,0.532,126680,0.678,0.0,5,0.103,-5.59,1,0.19,4,0.971,soul
3Ib94mN8YF3cXZo5x1FpQL,Somethin' Else,Eddie Cochran,1p0t3JtUTayV2wb1RGN9mO,0.198,0.625,125907,0.791,0.000144,2,0.0645,-10.428,1,0.0711,4,0.967,rockabilly
3FL0L1AhHjFfhxQPGWjKkn,Love Is Strange,Mickey & Sylvia,4Ej7Oks6loB2oJQ3O7Rujs,0.658,0.629,174653,0.692,0.000463,0,0.0543,-6.466,1,0.0295,4,0.842,rhythm and blues
58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,0.44,0.598,321133,0.735,0.000215,2,0.681,-10.882,1,0.0973,3,0.615,traditional blues
4kh2S9hRpPvoF9JkwZcYGN,Lonely Boy,Paul Anka,7ceUfdWq2t5nbatS6ollHh,0.352,0.623,151107,0.605,0.0,0,0.101,-9.923,1,0.0306,3,0.804,rock-and-roll
7fWo4TRloCEOl12sMX2sNq,Earth Angel (Will You Be Mine),The Penguins,6lOk7hCr8x3O9vHwylXyHR,0.957,0.513,178667,0.137,0.0,8,0.102,-15.146,1,0.0309,4,0.424,rhythm and blues
2R7uUQ0Dehu80gsOcydQC9,Bo Diddley,Bo Diddley,2bmixwMZXlkl2sbIbOfviq,0.176,0.809,149013,0.701,0.0,0,0.184,-12.484,1,0.0574,4,0.563,traditional blues
6TK8A5OtTwjm6g93zLd9HO,Rags To Riches,Tony Bennett,2lolQgalUvZDfp5vvVtTYV,0.87,0.398,171507,0.458,6.01e-06,2,0.0895,-9.131,1,0.0344,4,0.546,vocal jazz
0F76EzCOmno4KJviO7iGNq,"Hey, Good Lookin'",Hank Williams,1FClsNYBUoNFtGgzeG74dW,0.801,0.785,174293,0.365,0.0,7,0.0662,-9.963,1,0.0377,4,0.913,yodeling
6dAG4jFPsR4zb2kRhYq3IA,Sh-Boom - Life Could Be A Dream - Sh-Boom,The Crew Cuts,49ttCh41vxv6R4r8S2YwXv,0.86,0.681,168893,0.236,0.0,2,0.246,-12.223,0,0.0804,4,0.53,vocal harmony group
5bDVkMLsBJgNL3eejUhBKF,Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version,Johnny Mathis,21LGsW7bziR4Ledx7WZ1Wf,0.742,0.25,169547,0.398,4.24e-06,7,0.0975,-9.495,0,0.0301,4,0.559,vocal jazz
4FlYcJnfkeBpowEHJ72Bmt,Rockin' Robin,Bobby Day,4SLfKHcufUqU46DiTAHIsj,0.298,0.541,160080,0.608,0.0,7,0.234,-13.083,1,0.106,4,0.938,rockabilly
77FRvC6JRthZBYDiMJeAFg,Wild One,Jerry Lee Lewis,2zyz0VJqrDXeFDIyrfVXSo,0.745,0.67,114320,0.878,0.000602,0,0.326,-12.43,1,0.0491,4,0.973,rockabilly
2ePDfIXoP2HmC1hfsujb2J,Let The Good Times Roll,Shirley & Lee,7kowgNVIlvDxx9Uhvcft5Y,0.481,0.502,145653,0.445,0.0,1,0.0823,-9.562,1,0.0688,4,0.939,rhythm and blues
34zhjduFdQFhkRUJ230h9T,April In Paris,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,0.927,0.496,185587,0.127,7.07e-05,0,0.132,-14.211,1,0.0382,4,0.211,vocal jazz
13Oi7vfd9mrujcEmGAYAPe,Your Cheatin' Heart,Hank Williams,1FClsNYBUoNFtGgzeG74dW,0.774,0.672,161640,0.243,1.79e-05,0,0.082,-11.634,1,0.0281,4,0.689,yodeling
1N131UBLlYAUJNVpHOfEc1,The Book of Love,The Monotones,39aV9if9R4QuPZxrJsxc9a,0.734,0.428,138298,0.594,0.0,10,0.567,-12.716,1,0.379,4,0.556,doo-wop
6Q0aBakbTsjQO6iGdxmXlx,Charlie Brown,The Coasters,3QZKZBEmr54lAVI5XvmjnM,0.404,0.646,141667,0.628,5.03e-06,3,0.00967,-8.794,1,0.243,4,0.881,soul
0FD8KMG4pHp0O9clTpChjp,I Say a Little Prayer,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.48,0.59,216773,0.355,0.0,9,0.0585,-14.051,1,0.0352,4,0.499,southern soul
6iGU74CwXuT4XVepjc9Emf,God Only Knows - Remastered,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,0.253,0.521,173040,0.487,0.0,6,0.0579,-7.525,0,0.0299,4,0.483,sunshine pop
6KDG8vvFerlCU63IXdw1zb,Suspicious Minds,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0.0516,0.542,272360,0.722,1.18e-05,7,0.131,-5.065,1,0.0262,4,0.609,rockabilly
7uEcCGtM1FBBGIhPozhJjv,Daydream Believer,The Monkees,320EPCSEezHt1rtbfwH6Ck,0.256,0.51,179613,0.488,0.0,7,0.11,-10.304,1,0.0304,4,0.649,sunshine pop
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,0.182,0.491,183307,0.583,0.0,7,0.407,-10.964,1,0.0376,4,0.907,soft rock
7utoClKnLShFg6u6dZ20gp,Breaking Up Is Hard to Do,Neil Sedaka,5N6GwJzOcOY5kv8p0NjhYL,0.788,0.742,136267,0.674,0.0,8,0.0698,-7.648,0,0.0354,4,0.964,soft rock
3qitymULqEibr7yknRMKU4,A Whiter Shade Of Pale,Procol Harum,0GbqW5TJr7n4is453VOY4C,0.504,0.249,248947,0.66,0.0026,0,0.0891,-6.905,1,0.0342,4,0.435,symphonic rock
2g2GkH3vZHk4lWzBjgQ6nY,(What A) Wonderful World,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,0.627,0.691,125440,0.507,0.0,11,0.457,-10.23,1,0.0343,4,0.885,soul
4Xl2PrS3DJqqSKXCo6Uhv9,Homeward Bound,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,0.829,0.485,149613,0.38,0.0,3,0.103,-11.773,1,0.034,4,0.531,rock
077PiyK3YgRlnlwhtAUBp7,California Dreamin' - Single Version,The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,0.472,0.557,158720,0.698,0.0,1,0.057,-7.471,0,0.039,4,0.677,sunshine pop
3rGFsUgyH9GbbYJT4iwbhJ,To Love Somebody,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,0.729,0.423,182000,0.384,4.11e-06,9,0.27,-12.503,1,0.0315,4,0.521,soft rock
4Y4Gd3ty8uut6Qw43c7yJc,(Sittin' On) the Dock of the Bay,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.726,0.486,166827,0.312,1.59e-06,2,0.0601,-13.522,1,0.0533,4,0.598,southern soul
3SMQvRU807fzOwZGagys3n,Son of a Preacher Man,Dusty Springfield,5zaXYwewAXedKNCff45U5l,0.415,0.405,148000,0.488,0.0,4,0.0753,-10.784,1,0.0678,4,0.806,vocal jazz
2KQM3kDM0zMBC9iynePBbS,Stand By Me,Ben E. King,3plJVWt88EqjvtuB4ZDRV3,0.411,0.653,174253,0.334,3.47e-05,9,0.123,-6.955,1,0.0313,4,0.665,southern soul
1Yp16rwCxTScYhK5ThYUZR,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,3RTzAwFprBqiskp550eSJX,0.235,0.402,164813,0.493,3.05e-05,4,0.229,-9.99,1,0.0357,4,0.692,traditional folk
45yEy5WJywhJ3sDI28ajTm,Here Comes The Sun - Remastered,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0.0339,0.557,185733,0.54,0.00248,9,0.179,-10.484,1,0.0347,4,0.394,rock
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,0.713,0.606,244027,0.457,2.53e-05,6,0.0747,-14.035,0,0.0497,4,0.813,rock
6ZSTinOwx5dKFYc6iYyGDn,Leaving on a Jet Plane,"Peter, Paul and Mary",6yrBBtqX2gKCHCrZOYBDrB,0.804,0.414,207240,0.167,0.0,9,0.117,-16.519,1,0.0484,4,0.384,traditional folk
6DfAdJWkHIRUiYsuYoAfim,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,7fIvjotigTGWqjIz6EP1i4,0.374,0.703,160533,0.563,0.0,0,0.0933,-9.99,1,0.0294,4,0.972,soul
3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer - 2006 Remaster,The Monkees,320EPCSEezHt1rtbfwH6Ck,0.707,0.526,167373,0.775,2.05e-05,0,0.217,-6.05,1,0.0352,4,0.962,sunshine pop
65jrjEhWfAvysKfnojk1i0,Under the Boardwalk,The Drifters,1FqqOl9itIUpXr4jZPIVoT,0.908,0.747,161960,0.226,0.000168,7,0.107,-13.635,1,0.0415,4,0.778,soul
4kP69y3GKHi9tXckfgp4bK,For Once In My Life,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.195,0.524,169800,0.519,0.0,6,0.523,-11.903,1,0.043,4,0.847,soul
5BFWQXNGPYadZxNKxY1UfU,Green Green Grass Of Home,Tom Jones,1T0wRBO0CK0vK8ouUMqEl5,0.157,0.543,184893,0.41,0.0,8,0.0996,-13.253,1,0.0268,4,0.817,mellow gold
5GMw6X6BbCDGO9gApQYRSa,You've Lost That Lovin' Feelin',The Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX,0.541,0.366,225427,0.317,0.0,1,0.0865,-13.976,1,0.027,4,0.398,rock-and-roll
48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,0.715,0.619,178933,0.603,0.0,9,0.0721,-9.481,1,0.0342,4,0.958,rockabilly
2oF7FZHIJbzjeEXZ3D0Ku4,Good Vibrations - Remastered,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,0.387,0.403,217747,0.495,8.03e-06,10,0.147,-6.888,0,0.0312,4,0.38,sunshine pop
3k63RLvRgkgPGx0keOH3P6,Different Drum,Stone Poneys,2X9nnux4eS3CFBDSjcnoBQ,0.349,0.46,159973,0.389,0.0,0,0.0533,-11.603,1,0.031,4,0.606,no genre
391TUcoPonqYykPkSZ5Z9U,Save the Last Dance for Me,The Drifters,1FqqOl9itIUpXr4jZPIVoT,0.614,0.54,154960,0.53,0.0,4,0.198,-10.583,1,0.0361,4,0.896,soul
3NW1YMA8kfNVTzGJCGBS8m,Both Sides Now,Joni Mitchell,5hW4L92KnC6dX9t7tYM4Ve,0.912,0.623,274560,0.156,0.0,6,0.141,-15.098,1,0.0308,4,0.329,traditional folk
4GipxMgLhzh1cFW5U1HH6t,What the World Needs Now Is Love,Dionne Warwick,2JSjCHK79gdaiPWdKiNUNp,0.915,0.574,190480,0.364,9.98e-06,11,0.137,-9.672,0,0.0365,3,0.398,vocal jazz
4TBBPZks71c60whhq0PgdP,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,4VnomLtKTm9Ahe1tZfmZju,0.176,0.631,181067,0.69,0.0,2,0.121,-6.676,1,0.0531,4,0.938,soul
4feXcsElKIVsGwkbnTHAfV,Somethin' Stupid,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,0.736,0.257,162493,0.338,0.0,4,0.252,-12.902,1,0.0357,4,0.544,lounge
0FlITClPKfKqQxVHzFD3iF,I Only Want To Be With You,Dusty Springfield,5zaXYwewAXedKNCff45U5l,0.236,0.582,154947,0.818,0.0,7,0.253,-4.281,1,0.0332,4,0.954,vocal jazz
5qBqBdfTEIWJwAS0Jm2F5R,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,1PCZpxHJz7WAMF8EEq8bfc,0.135,0.452,229360,0.818,2.72e-05,2,0.052,-8.124,1,0.0439,4,0.755,traditional folk
0gBFr7N2D1GfhkXIIepIGG,To Sir with Love,Lulu,0jYKX08u1XxmHrl5TdM2QZ,0.361,0.546,166693,0.399,3.18e-06,4,0.0995,-9.378,1,0.027,4,0.301,rock-and-roll
4uYwlMp841PLJmj1gJJwIq,"Lay, Lady, Lay",Bob Dylan,74ASZWbe4lXaubB36ztrGX,0.356,0.52,197093,0.179,0.00344,11,0.131,-21.976,0,0.0454,4,0.407,singer-songwriter
6mv76kovZyVB0UHbqUsee0,Proud Mary,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,0.13,0.699,187213,0.641,0.000218,2,0.0601,-7.564,1,0.0289,4,0.728,swamp rock
0sDqo9UPzPUtu9wEkI3zRB,The Weight - Remastered,The Band,4vpDg7Y7fU982Ds30zawDA,0.225,0.63,278627,0.519,4.3e-06,9,0.0974,-10.997,1,0.0528,4,0.502,traditional folk
3zpj9dvJABiyMrmLCPw6i8,Crazy - Single Version,Patsy Cline,7dNsHhGeGU5MV01r06O8gK,0.931,0.471,164573,0.021,1.19e-06,10,0.103,-24.385,1,0.0366,3,0.356,nashville sound
76TZCvJ8GitQ2FA1q5dKu0,The Boxer,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,0.702,0.439,308520,0.488,0.000339,11,0.16,-14.464,1,0.0615,4,0.629,rock
0tURbnatc9qCxlYpXuPK8I,A Place In The Sun,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.279,0.561,172960,0.447,0.0,1,0.319,-11.389,1,0.0544,4,0.729,soul
1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,The Supremes,57bUPid8xztkieZfS7OlEV,0.299,0.63,167933,0.711,0.0,10,0.0813,-9.34,1,0.0472,4,0.659,soul
6V9VCm1zOY2lGR80RehJ9i,Wichita Lineman - Remastered 2001,Glen Campbell,59hLmB5DrdihCYtNeFeW1U,0.326,0.192,186200,0.392,0.000199,5,0.248,-11.667,1,0.0328,4,0.391,soft rock
1DKyFVzIh1oa1fFnEmTkIl,Gloria (feat. Van Morrison) - Stereo Version,Them,5BaHqGtf6UAZnHfqdPaTDA,0.397,0.641,156800,0.703,0.00546,9,0.104,-10.434,1,0.0518,4,0.722,rock-and-roll
3IKyTBHZSgCx2v1ZX8v0TZ,Albatross - 2018 Remaster,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,0.833,0.321,191107,0.0631,0.83,6,0.141,-21.616,0,0.0351,4,0.264,yacht rock
32k7kVzz4SpmI7Q5xI856l,Dancing In The Street - Single Version,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,0.0405,0.561,160307,0.883,0.0305,11,0.112,-1.737,0,0.0367,4,0.749,soul
1GLmaPfulP0BrfijohQpN5,Don't Worry Baby - Remastered 2001,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,0.0666,0.487,169933,0.464,0.00531,4,0.105,-9.821,1,0.03,4,0.851,sunshine pop
24AIahNHzBxm9S12peXbnG,"Moon River (From ""Breakfast at Tiffany's"")",Andy Williams,4sj6D0zlMOl25nprDJBiU9,0.86,0.281,162893,0.212,7.73e-05,6,0.119,-15.513,1,0.031,3,0.195,easy listening
7cNRqg0lbiqBaGeOlA4AEU,Up on the Roof,The Drifters,1FqqOl9itIUpXr4jZPIVoT,0.708,0.693,157173,0.29,1.49e-05,8,0.137,-17.501,1,0.0334,4,0.92,soul
1tqT6DhmsrtQgyCKUwotiw,I Heard It Through The Grapevine,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,0.272,0.711,194293,0.362,0.0,3,0.127,-10.851,0,0.0381,4,0.616,soul
4ZVZBc5xvMyV3WzWktn8i7,Everyday People,Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD,0.306,0.807,141507,0.497,0.0323,7,0.043,-10.656,1,0.0297,4,0.765,soul
2HCaIYjkvWSZzaSKUoOh3d,Mr. Tambourine Man,The Byrds,1PCZpxHJz7WAMF8EEq8bfc,0.513,0.456,149467,0.47,3.76e-05,2,0.444,-9.564,1,0.0294,4,0.639,traditional folk
4z7TuXkZm79m9vkPklnuqu,Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,1UUYAQ9LiRsZF0ZukQNWXM,0.47,0.312,290400,0.555,1.43e-06,7,0.084,-10.05,1,0.0377,4,0.491,sunshine pop
0g6UcrVsACnRJyTGX6uSHu,Gimme Some Lovin' - Single Mix,The Spencer Davis Group,3i9hP422d2KMjaupTzBNVS,0.0126,0.493,173973,0.688,0.256,7,0.38,-8.143,1,0.0321,4,0.533,rock-and-roll
6Z5XZ8fjmWGbkdahOgreVe,What A Wonderful World,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.848,0.273,137467,0.373,0.000241,5,0.188,-9.989,1,0.0341,4,0.147,vocal jazz
0PkBTqRtN25z3oKasWoKlj,Only the Lonely,Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,0.377,0.57,145533,0.529,0.00509,5,0.203,-10.769,1,0.028,4,0.934,rockabilly
2CQRYn5cTD2B9a1ONjhTN2,Wouldn't It Be Nice - Remastered,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,0.725,0.396,145800,0.686,1.04e-06,5,0.17,-5.607,1,0.0341,4,0.717,sunshine pop
5K09WxKdlkroDyEVyOSySy,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.213,0.65,166973,0.323,0.0,0,0.187,-8.698,1,0.0283,3,0.276,southern soul
0hgWgToJgb7O1tT12YWRCz,Downtown,Petula Clark,6nKqt1nbSBEq3iUXD1Xgz8,0.695,0.495,183120,0.629,0.0,4,0.164,-6.817,1,0.0431,4,0.545,soft rock
6ys9oyFvw7FXbs5UMZ7I7s,Twistin' the Night Away,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,0.673,0.581,159893,0.696,0.0,9,0.322,-8.75,1,0.108,4,0.932,soul
1mBPlknQe00PCd7R9g34ix,Massachusetts (2008 Remastered LP Version),Bee Gees,1LZEQNv7sE11VDY3SdxQeN,0.00306,0.484,145573,0.538,3.54e-05,7,0.0711,-9.218,1,0.0296,4,0.498,soft rock
7a3g7jILDCvADVN9NQIyYj,This Guy's In Love With You,Herb Alpert & The Tijuana Brass,09L3cUdx0hq6qn5bKuJJ4I,0.858,0.635,239733,0.167,0.000999,1,0.213,-12.998,1,0.0403,4,0.246,lounge
020D3XeiDAAfLQoxlOjRjs,Both Sides Now,Judy Collins,5yzE49FicYiSxN61oaxkNn,0.413,0.352,195840,0.3,0.0,8,0.1,-9.282,1,0.0301,4,0.295,traditional folk
6vcG9EgeqJUSmmF65lxUm6,One Fine Day,The Chiffons,05sIdEkXAYDbDDdv3T56Oj,0.488,0.251,128200,0.868,7.34e-06,1,0.814,-2.685,1,0.128,4,0.599,rock-and-roll
1Dg4dFJr3HW7sbA7vPejre,Eight Days A Week - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0.412,0.652,163600,0.583,0.0,9,0.119,-7.811,1,0.038,4,0.744,rock
2Rp4qTPWa91ctCSq0pu3zv,Everlasting Love,Love Affair,7aXDGr3cUBmH2Kx1yBC7Ux,0.258,0.5,181747,0.595,0.0,4,0.487,-10.028,1,0.0383,4,0.813,rock-and-roll
0CmIALzGn4vHIHJG4n3Q4z,At Last - Single Version,Etta James,0iOVhN3tnSvgDbcg25JoJb,0.721,0.168,182400,0.326,0.0006,5,0.316,-9.981,1,0.0324,3,0.322,vocal jazz
11fNLqDB47gMKj7BHhR2Qr,Wake up Little Susie,The Everly Brothers,4ACplpEqD6JIVgKrafauzs,0.318,0.709,123520,0.62,0.0,2,0.0426,-9.382,1,0.034,4,0.936,sunshine pop
3zA42VIIrkVc2OkgUENTa5,"Reach Out, I'll Be There",Four Tops,7fIvjotigTGWqjIz6EP1i4,0.293,0.619,174800,0.472,0.0,3,0.168,-11.999,0,0.0296,4,0.777,soul
5z8DiKSG4EwxmO6gUi12rZ,Another Saturday Night,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,0.434,0.776,160000,0.659,0.0,9,0.0868,-7.767,1,0.051,4,0.969,soul
46PzYzseHf3mSdkTMd8sgC,"Monday, Monday - Single Version",The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,0.757,0.493,205267,0.467,0.0,1,0.388,-11.183,1,0.0289,4,0.731,sunshine pop
44BmNSqH9uZV5OfIjGcER3,River Deep - Mountain High,Ike & Tina Turner,1ZikppG9dPedbIgMfnfx8k,0.777,0.389,214880,0.745,0.00159,3,0.143,-6.998,1,0.0384,4,0.271,southern soul
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,74ASZWbe4lXaubB36ztrGX,0.729,0.483,369600,0.721,0.0,0,0.189,-6.836,1,0.032,4,0.562,singer-songwriter
3NFScsiDPfCzKgQQUL0674,Ferry Cross the Mersey - Stereo; 1997 Remaster,Gerry & The Pacemakers,3UmBeGyNwr4iDWi1vTxWi8,0.548,0.396,143867,0.286,8.51e-06,6,0.122,-11.494,0,0.0283,4,0.605,rock-and-roll
1uLwVWTOpMqNkBsjpR1WB8,You Don't Have To Say You Love Me,Dusty Springfield,5zaXYwewAXedKNCff45U5l,0.659,0.243,168467,0.655,1.28e-06,2,0.0821,-4.597,0,0.0363,3,0.575,vocal jazz
3lWuagNhAzcqOikD5KnBku,Crying in the Rain,The Everly Brothers,4ACplpEqD6JIVgKrafauzs,0.622,0.61,120307,0.378,0.0,2,0.144,-9.381,1,0.0279,4,0.48,sunshine pop
0SxFyA4FqmEQqZVuAlg8lf,The First Time Ever I Saw Your Face,Roberta Flack,0W498bDDNlJIrYMKXdpLHA,0.731,0.311,260666,0.0264,0.00205,0,0.156,-21.644,1,0.037,4,0.139,vocal jazz
6MTd61g9zq6CB1FnJydjEb,Sugar Sugar,The Archies,33QmoCkSqADuQEtMCysYLh,0.399,0.757,167213,0.727,0.0,2,0.108,-7.259,1,0.0275,4,0.966,merseybeat
6yz8hKpO3s2byra8Et3w9x,Where Did Our Love Go - Stereo Version,The Supremes,57bUPid8xztkieZfS7OlEV,0.803,0.562,151440,0.54,3.86e-06,0,0.106,-7.875,1,0.0365,4,0.793,soul
6jWkZvd1URGktyTTwcpPpB,My Girl,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,0.625,0.579,165000,0.419,0.0,0,0.0981,-10.72,1,0.0346,4,0.673,soul
1WN4uNclrDuczTO3bCr8s1,Be My Baby,The Ronettes,7CyeXFnOrfC1N6z4naIpgo,0.168,0.512,160907,0.771,0.0,4,0.0895,-7.006,1,0.0402,4,0.803,soul
6ImmlZj8ysK2jDnqqbKp60,"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,73sSFVlM6pkweLXE8qw1OS,0.502,0.602,138547,0.633,0.0,9,0.0614,-9.756,1,0.0314,4,0.931,rockabilly
1MMp1H2Kib2BCDtdL5nL63,Hey Jude,Wilson Pickett,0N5PyKJzS3M1XNlaCL7bbE,0.146,0.561,247733,0.385,0.000496,6,0.171,-15.33,1,0.0323,4,0.664,southern soul
27bw4i8LnECzVlbMZ4kFHw,Cathy's Clown - Remastered Album Version,The Everly Brothers,4ACplpEqD6JIVgKrafauzs,0.548,0.507,145933,0.561,0.0,7,0.59,-10.472,1,0.0353,4,0.89,sunshine pop
37Dl7jQMmt0gUnzTKqnjkN,Just Like a Woman,Bob Dylan,74ASZWbe4lXaubB36ztrGX,0.773,0.564,290467,0.441,0.0,4,0.351,-9.902,1,0.0437,4,0.469,singer-songwriter
6vcNJUWtUPB0hKC6VbZriY,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,7d7AZ3CQC457bFhK0wHpSO,0.538,0.525,178507,0.52,0.00569,7,0.111,-11.725,1,0.0271,4,0.523,folk rock
2H3ZUSE54pST4ubRd5FzFR,Ain't No Mountain High Enough,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,0.482,0.669,151667,0.616,0.0,11,0.179,-10.776,0,0.033,4,0.818,soul
3YJx77Xx8JSwEoxqrkQO5c,Knock on Wood,Eddie Floyd,6Bfy6QzadCXS92y0T8dDZF,0.277,0.864,189840,0.346,0.00521,4,0.0514,-12.918,1,0.0365,4,0.964,southern soul
7oYTK1C0Clz6MZiETSpFTS,Will You Love Me Tomorrow,The Shirelles,0x83OBqixqdCHnStP5VMcn,0.351,0.539,162960,0.406,5.1e-06,0,0.161,-6.225,1,0.0261,4,0.376,soul
4fQMGlCawbTkH9yPPZ49kP,Green Onions,Booker T. & the M.G.'s,2vDV0T8sxx2ENnKXds75e5,0.767,0.816,176333,0.514,0.949,10,0.0899,-8.741,1,0.0339,4,0.912,southern soul
3RZMzCvYsmJ0u2ioKTOsmJ,Honky Tonk Women - Mono Version,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0.363,0.562,179387,0.779,0.0292,7,0.066,-6.705,1,0.0592,4,0.967,rock
73XQBWHSVLL1939hb8cQTm,Georgy Girl,The Seekers,7dedWAqd0IKTdCiqiadUrV,0.265,0.515,140440,0.496,0.0,4,0.182,-7.446,1,0.0324,4,0.651,traditional folk
14CsqOaDkOkrZ49UJLtuOJ,"So Long, Marianne",Leonard Cohen,5l8VQNuIg0turYE1VtM9zV,0.701,0.543,340560,0.395,4.24e-05,9,0.0961,-11.396,1,0.0267,3,0.231,singer-songwriter
