id,track names,artists name,artists id,track acousticness,track danceability,track duration_ms,track energy,track instrumentalness,track key,track liveness,track loudness,track mode,track speechiness,track time_signature,track valence,genres
2AvMA7gOOhQpDDUjBs89ap,Where Do You Go To (My Lovely),Peter Sarstedt,3ExGDjEKejMhyciAgxPe0B,0.805,0.408,284707,0.436,1.72e-06,0,0.305,-7.712,1,0.0345,3,0.474,british folk
3CFx8SBSwY8Q1IplDTQ6kB,Spanish Eyes,Al Martino,7egNqIGRldMzifHoh8pib6,0.359,0.515,166867,0.49,4.56e-05,2,0.0875,-8.565,1,0.0284,4,0.495,lounge
2JBz3M7PTOPoJuompDiFlI,It's Now or Never,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0.524,0.642,195813,0.445,0.000218,4,0.496,-12.149,1,0.0367,4,0.765,rockabilly
7KkmPCj7Eh9tCD7bF5H2yh,Honey,Bobby Goldsboro,5gPEo032lzARtzuVqJIm9o,0.297,0.5,241106,0.352,3.85e-05,7,0.236,-9.586,1,0.0267,4,0.525,soft rock
455HSLQfOn9vxG6UjzoTWw,This Old Heart Of Mine (Is Weak For You),The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,0.346,0.632,172733,0.59,0.0,5,0.24,-10.206,1,0.0305,4,0.953,soul
6dfhF1BDGmhM69fnCb6wSC,America,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,0.554,0.259,215293,0.241,6.62e-06,2,0.0849,-15.955,1,0.042,3,0.275,rock
6i6vTovzDTGf6AQp96YwZK,Waterloo Sunset - Stereo Mix,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,0.253,0.517,193293,0.692,0.0,1,0.172,-7.273,0,0.0246,4,0.476,roots rock
5Sz09kaSzvpTC8lgm5W8Mt,Mustang Sally,Wilson Pickett,0N5PyKJzS3M1XNlaCL7bbE,0.113,0.725,187760,0.327,0.326,0,0.214,-17.714,1,0.0387,4,0.688,southern soul
3RkQ3UwOyPqpIiIvGVewuU,Mr. Tambourine Man,Bob Dylan,74ASZWbe4lXaubB36ztrGX,0.794,0.39,330533,0.31,0.0,5,0.379,-14.545,1,0.0676,4,0.584,singer-songwriter
7s25THrKz86DM225dOYwnr,Respect,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.164,0.805,147600,0.558,2.2e-05,0,0.0546,-5.226,1,0.041,4,0.965,southern soul
13jJu9zoXOQnqiLaJsg41K,Can't Take My Eyes Off You,Frankie Valli,3CDKmzJu6uwEGnPLLZffpD,0.508,0.581,203680,0.78,1.07e-05,4,0.0799,-7.053,1,0.0567,4,0.561,soft rock
20wbR4HxNaR4gWjMLQvUp2,Last Train to Clarksville - Original Stereo Version; 2006 Remaster,The Monkees,320EPCSEezHt1rtbfwH6Ck,0.0305,0.239,164093,0.618,0.0,0,0.721,-8.464,1,0.033,4,0.683,sunshine pop
7FXuCkl1kfxwS5icDjTwbM,Hard to Handle,Otis Redding,60df5JBRRPcnSpsIMxxwQm,0.573,0.666,141000,0.55,1.84e-06,10,0.122,-8.672,1,0.0612,4,0.961,southern soul
3aCbwWCYCT3MJjZeUnlcp4,Baby I Need Your Loving,Four Tops,7fIvjotigTGWqjIz6EP1i4,0.437,0.632,166027,0.686,0.0,0,0.193,-6.116,0,0.0395,4,0.65,soul
67csrS6po7IyXfwds4azjr,It's Not Unusual,Tom Jones,1T0wRBO0CK0vK8ouUMqEl5,0.571,0.346,119800,0.716,0.0,0,0.189,-10.001,1,0.0735,4,0.904,mellow gold
7xcFTtcCiyRvqLLq8s61WF,You Never Can Tell,Chuck Berry,293zczrfYafIItmnmM3coR,0.754,0.605,161947,0.837,4.11e-05,7,0.3,-10.059,1,0.114,4,0.93,soul
3xsOtNxtBW0oTI1OWKAzTm,Walk on By,Dionne Warwick,2JSjCHK79gdaiPWdKiNUNp,0.719,0.7,178333,0.33,8.6e-05,5,0.136,-9.027,1,0.0303,4,0.524,vocal jazz
1hClDWPgajpLIFjLOkFuau,The Loco-Motion - Single Version,Little Eva,4S76LQXJD6N2uPcLhKejG8,0.674,0.636,148627,0.893,0.00143,3,0.176,-6.311,1,0.047,4,0.887,rock-and-roll
1jFhnVoJkcB4lf9tT0rSZS,Unchained Melody,The Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX,0.563,0.361,216267,0.219,0.0,0,0.558,-16.553,1,0.0285,3,0.26,rock-and-roll
4VijLEUxHEzbWKYL5u9wuN,You Send Me,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.57,0.512,149627,0.303,0.0,3,0.0803,-13.547,1,0.0374,4,0.629,southern soul
7cKeMrlyGpfOshlldqoILo,Rescue Me,Fontella Bass,6k3YMXJ1MJLgUEAlSPC6hA,0.573,0.733,176427,0.579,2.11e-05,7,0.113,-8.442,1,0.033,4,0.963,soul
2L93TdW2GMue1H2zlkt30F,Suzanne,Leonard Cohen,5l8VQNuIg0turYE1VtM9zV,0.922,0.409,229293,0.172,0.00112,6,0.111,-16.44,0,0.0389,4,0.352,singer-songwriter
18GiV1BaXzPVYpp9rmOg0E,Blowin' in the Wind,Bob Dylan,74ASZWbe4lXaubB36ztrGX,0.914,0.38,165427,0.0993,2.32e-05,2,0.0605,-20.567,1,0.0509,4,0.44,singer-songwriter
7GHf8dQ2wA71wYOuRsQCZP,Rhythm of the Rain,The Cascades,6qF0CJP412Gd50Rn1sFg2o,0.627,0.659,146360,0.66,0.000217,0,0.136,-8.337,1,0.0441,4,0.672,rock-and-roll
79Yk6AlSKi5dxDFINID2hS,Someday We'll Be Together,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,0.14,0.678,211667,0.535,2.17e-06,1,0.0596,-12.454,1,0.0329,4,0.795,soul
5uES1C2NgkdrNHiCwf9jRr,Baby Love,The Supremes,57bUPid8xztkieZfS7OlEV,0.76,0.595,158040,0.643,0.0,5,0.538,-9.275,1,0.0365,4,0.73,soul
6vXZs9rEQF7Nd6O8Ue7NrT,Are You Lonesome Tonight,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0.918,0.355,187027,0.0922,0.000702,7,0.106,-17.747,1,0.0515,3,0.191,rockabilly
0fYgtNCNCjFDeJWTIMukNU,Itchycoo Park,Small Faces,1YqGsKpdixxSVgpfaL2AEQ,0.395,0.603,172747,0.596,2.31e-06,9,0.451,-8.029,1,0.0728,4,0.502,rock
20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,0.0586,0.508,141600,0.774,4.87e-06,2,0.063,-5.973,1,0.0321,4,0.942,swamp rock
6eLL7QTdMWdhhG4i3jHDR9,Crying,Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,0.758,0.35,166467,0.293,8.21e-06,2,0.104,-9.502,1,0.0258,4,0.162,rockabilly
0byOqNZN9ailhoORv5Ps0Z,I Am a Rock,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,0.423,0.66,169520,0.611,1.11e-05,0,0.107,-10.309,1,0.0392,4,0.749,rock
2v8B8d17Xxu9uLU5sNiHSL,Delilah,Tom Jones,1T0wRBO0CK0vK8ouUMqEl5,0.614,0.528,204160,0.482,0.0,9,0.549,-10.939,0,0.027,1,0.788,mellow gold
0zABw1PtGYHsU4VDpDZsra,Needles and Pins - Mono,The Searchers,4QmkLL9JOqM9dusHS1Hghe,0.0546,0.565,131360,0.953,2.95e-05,9,0.0637,-6.504,1,0.0393,4,0.887,rockabilly
1udKn1oNKYQSQ9OmiIWCMu,Do You Believe in Magic?,The Lovin' Spoonful,7CCn4PFRRRZF127jtCBAUe,0.213,0.553,125827,0.738,0.0,0,0.339,-7.963,1,0.0457,4,0.759,traditional folk
4oSl4Ga2ecVNnV9vsdNOpZ,Here Comes the Sun,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,0.708,0.397,213787,0.42,8.05e-05,1,0.0568,-10.851,1,0.0351,4,0.595,vocal jazz
2pCwNrjm7IoAHAj2XqflCu,In the Ghetto,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0.781,0.446,177173,0.411,0.00472,10,0.107,-10.619,1,0.034,4,0.454,rockabilly
3X9tJw6z5LowFx339fhTvu,I Walk the Line - Stereo Version,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,0.97,0.596,154173,0.194,0.162,10,0.099,-20.389,1,0.0347,4,0.746,outlaw country
35hfuechuOqaW31ogdauO7,It's In The Kiss (The Shoop Shoop Song),Betty Everett,53jXEVVJtpaWVQ3ffvhDtl,0.903,0.604,129759,0.51,2.19e-05,11,0.71,-9.323,0,0.0544,4,0.916,southern soul
4FdDorlbJTVHcH3djLbIfn,Ode To Billie Joe,Bobbie Gentry,4E9w0bms6HcEppFlWjeW2d,0.721,0.637,255002,0.189,0.0,7,0.0939,-10.726,1,0.0471,4,0.695,traditional folk
4rS1hDNLOvY8knrYS8nySn,No Particular Place To Go - Stereo Remix,Chuck Berry,293zczrfYafIItmnmM3coR,0.212,0.574,164400,0.542,0.000117,7,0.0645,-11.578,1,0.0657,4,0.977,soul
617BX2z1ctbswU1xjU3LRW,I Wish I Knew How It Would Feel to Be Free,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,0.709,0.654,188893,0.483,0.0,10,0.102,-10.028,1,0.0509,4,0.604,vocal jazz
4JchWgAG3RZmCLHcEGf9DZ,Chapel of Love,The Dixie Cups,7ICvZfP4VHAPZ5Wdt03772,0.733,0.593,170874,0.354,0.0,9,0.527,-10.269,1,0.0288,4,0.793,classic girl group
0l9RGwc48deJ6j61KXAAvs,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.0311,0.604,185293,0.357,0.0,6,0.0927,-11.419,1,0.0269,4,0.638,soul
0iA3xXSkSCiJywKyo1UKjQ,Louie Louie,The Kingsmen,2iIn8H3l2NNBNHFpYKWbfo,0.102,0.623,165381,0.709,0.0,1,0.0967,-9.818,0,0.0636,4,0.948,classic garage rock
3nr6QXimwd9K4hpuFdgr6N,I Left My Heart In San Francisco,Tony Bennett,2lolQgalUvZDfp5vvVtTYV,0.949,0.235,169747,0.244,2.51e-05,0,0.134,-12.106,1,0.0312,5,0.149,vocal jazz
0Wd52AHQrrwwDbqVQF2dt6,Everybody Loves Somebody,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,0.857,0.5,164453,0.413,0.0,3,0.352,-12.254,1,0.0366,3,0.462,lounge
19jo0UT2vqD4pNVfIqTy4R,River Deep - Mountain High,Ike & Tina Turner,1ZikppG9dPedbIgMfnfx8k,0.472,0.621,244160,0.972,0.000585,8,0.195,-3.791,1,0.0724,4,0.866,southern soul
7Bvap2GAW2DAyZ7EVUJpMO,What Becomes Of The Brokenhearted,Jimmy Ruffin,0hF0PwB04hnXfYMiZWfJzy,0.62,0.715,175693,0.423,0.0,7,0.568,-12.663,0,0.0306,4,0.596,southern soul
0i7O5MtSTXvR4BEY7stpjF,Hang On Sloopy,The McCoys,6etIM3JbzGPxTdfNWWfsVH,0.167,0.764,231800,0.516,0.0,7,0.0723,-12.099,1,0.0334,4,0.936,merseybeat
3zO43dKEXybDrwWyGmkSLx,It Takes Two,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,0.214,0.523,177667,0.48,0.0,3,0.0751,-10.923,1,0.0492,4,0.81,soul
0fonScmHUzC0MglSLn9saA,Da Doo Ron Ron (When He Walked Me Home),The Crystals,7rewR1TVjhisjI6gauUamf,0.48,0.535,140120,0.797,3.42e-05,3,0.141,-7.533,1,0.0459,4,0.613,rock-and-roll
4NNK7IAziJkwbXEFXCAkQv,A World Without Love,Peter And Gordon,6lHC2EQMEMZiEmSfFloarn,0.232,0.512,160880,0.658,0.0,1,0.108,-9.972,0,0.0607,4,0.752,merseybeat
269rUyj7DapVabdn6Fuz2M,Jumpin' Jack Flash,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0.0602,0.569,221747,0.896,0.31,3,0.0723,-9.068,1,0.0634,4,0.711,rock
2x0supcZhd6NEH1nem9DnR,The Night They Drove Old Dixie Down - Remastered 2000,The Band,4vpDg7Y7fU982Ds30zawDA,0.453,0.507,213267,0.493,0.0,0,0.241,-8.786,1,0.0327,4,0.467,traditional folk
0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,0.778,0.523,162533,0.402,0.0,0,0.432,-8.233,1,0.0305,4,0.675,soul
0DICNd5XQ1og9UeYzxoNFV,Baby (You've Got What It Takes),Dinah Washington,32LHRiof0sa4taYew9i3Fa,0.852,0.67,165760,0.596,0.00203,3,0.653,-9.347,1,0.0627,4,0.813,vocal jazz
0GVxSbigOiKlGfI30Uw00X,When a Man Loves a Woman,Percy Sledge,3rRmDmzPcAFwcUDvG5gBqO,0.0981,0.526,175693,0.436,7.69e-06,1,0.118,-6.02,1,0.0232,3,0.286,southern soul
3LmpQiFNgFCnvAnhhvKUyI,Stayin' Alive - Remastered Version,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,0.0696,0.675,285200,0.899,0.000139,10,0.33,-6.124,0,0.0418,4,0.91,soft rock
3M5eeHXgG4VplKNcsBC8Dj,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.0514,0.67,160500,0.619,0.0,0,0.0492,-10.365,0,0.0323,4,0.807,soul
7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,Elton John,3PhoLpVuITZKcymswpck5b,0.149,0.729,275440,0.844,2.87e-06,5,0.0604,-8.824,1,0.0344,4,0.777,soft rock
7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,0.221,0.645,227267,0.598,3.53e-06,1,0.0721,-13.18,0,0.0335,4,0.913,yacht rock
3wpLkju0bJy89kjgdRys0j,September,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,0.165,0.694,215080,0.831,0.000892,9,0.25,-7.288,1,0.0301,4,0.98,soul
4Vn7TykT27PIygBiZjTR2s,Hotel California - 2013 Remaster,Eagles,0ECwFtbIWEVNwjlrfc6xoL,0.00574,0.579,391376,0.508,0.000494,2,0.0575,-9.484,1,0.027,4,0.609,yacht rock
2JoZzpdeP2G6Csfdq5aLXP,How Deep Is Your Love,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,0.105,0.633,245200,0.357,0.0,5,0.133,-9.366,0,0.0264,4,0.674,soft rock
3rqXP37YkEnizabzjM7uIu,"You're The First, The Last, My Everything",Barry White,3rfgbfpPSfXY40lzRK7Syt,0.00367,0.631,208933,0.59,0.00299,5,0.0537,-12.138,1,0.0297,4,0.927,soul
17arUdDWEinOOVrrVUkEM7,Hold the Line,TOTO,0PFtn5NtBbbUNbU9EAmIWF,0.0191,0.482,236107,0.835,0.0143,6,0.162,-7.68,0,0.0539,4,0.776,yacht rock
064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,The Bellamy Brothers,5iB5AWIa7qreioi0AF3Bxa,0.0611,0.679,198760,0.553,7.16e-06,3,0.139,-14.687,1,0.0316,4,0.946,country rock
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,0.0185,0.583,223613,0.947,0.00109,5,0.0679,-5.12,1,0.0378,4,0.803,yacht rock
2DnJjbjNTV9Nd5NOa1KGba,You're so Vain,Carly Simon,4FtSnMlCVxCswABUmdhwpm,0.157,0.659,258411,0.678,6.69e-06,0,0.0784,-8.18,1,0.0313,4,0.647,soft rock
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,3PhoLpVuITZKcymswpck5b,0.432,0.601,281613,0.532,6.25e-06,10,0.0925,-9.119,1,0.0286,4,0.341,soft rock
6rovOdp3HgK1DeAMYDzoA7,Maggie May,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,0.559,0.605,350267,0.574,0.113,2,0.0684,-10.536,1,0.0377,4,0.543,soft rock
0oCT5rVvMdPPUm0bxG7yzT,I Can See Clearly Now,Johnny Nash,0nAVvgfE9yI4DwvMiYwk8a,0.41,0.683,162653,0.53,7.43e-05,2,0.06,-8.542,1,0.0601,4,0.579,motown
4ZoBC5MhSEzuknIgAkBaoT,My Life,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,0.108,0.741,284000,0.647,0.00139,2,0.0555,-12.878,1,0.0427,4,0.804,soft rock
6XUHsYE38CEbYunT983O9G,Give A Little Bit,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,0.0694,0.531,248173,0.818,0.0096,2,0.263,-5.358,1,0.0452,4,0.471,soft rock
4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,Eagles,0ECwFtbIWEVNwjlrfc6xoL,0.343,0.575,211578,0.67,4.95e-06,7,0.129,-10.39,1,0.0318,4,0.74,yacht rock
4nuPrKithHbRJXuA9spwu4,"December, 1963 (Oh, What a Night)",Frankie Valli & The Four Seasons,6mcrZQmgzFGRWf7C0SObou,0.0663,0.729,201093,0.6,7.86e-06,1,0.0382,-9.527,1,0.0255,4,0.964,rock-and-roll
38zsOOcu31XbbYj9BIPUF1,Your Song,Elton John,3PhoLpVuITZKcymswpck5b,0.828,0.554,241787,0.315,5.53e-06,3,0.101,-11.028,1,0.0298,4,0.325,soft rock
7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,Gladys Knight & The Pips,0TF2NxkJZPQoX1H53rEFM1,0.271,0.595,279333,0.379,2.81e-05,10,0.1,-12.058,0,0.0454,4,0.448,southern soul
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,0.699,0.531,516893,0.481,0.0,4,0.0842,-11.709,0,0.06,4,0.491,traditional folk
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,0.357,0.755,174827,0.876,5.17e-06,0,0.22,-8.867,1,0.0362,4,0.954,rock
6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,0.713,0.599,163373,0.761,4.74e-06,0,0.349,-6.887,1,0.0421,4,0.712,rock
683b4ikwa62JevCjwrmfg6,Moondance - 2013 Remaster,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,0.501,0.606,274040,0.282,8.3e-06,9,0.152,-12.207,0,0.0339,4,0.563,soft rock
5RgFlk1fcClZd0Y4SGYhqH,She's Always a Woman,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,0.797,0.292,201373,0.324,0.000473,3,0.12,-11.996,1,0.0346,3,0.384,soft rock
2hdNya0b6Cc2YJ8IyaQIWp,Livin' Thing,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,0.583,0.549,212307,0.651,0.0,0,0.121,-7.097,1,0.0323,4,0.368,symphonic rock
6UkMcAA19lTdjs22jtB7o2,Big Yellow Taxi,Joni Mitchell,5hW4L92KnC6dX9t7tYM4Ve,0.579,0.611,134800,0.47,0.0,4,0.581,-9.135,1,0.0356,4,0.97,traditional folk
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Elton John,3PhoLpVuITZKcymswpck5b,0.382,0.414,377093,0.428,0.000243,0,0.148,-11.097,1,0.0278,4,0.282,soft rock
6zC0mpGYwbNTpk9SKwh08f,Wonderful Tonight,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,0.649,0.572,225027,0.214,0.129,7,0.125,-15.625,1,0.0293,4,0.485,soft rock
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,0.605,0.331,339000,0.55,3.96e-06,0,0.192,-6.483,1,0.0272,3,0.429,soft rock
3LcYYV9ozePfgYYmXv0P3r,Fire and Rain,James Taylor,0vn7UBvSQECKJm2817Yf1P,0.499,0.611,200579,0.35,7.84e-06,5,0.0844,-14.48,1,0.0356,4,0.36,soft rock
6l8EbYRtQMgKOyc1gcDHF9,Bridge Over Troubled Water,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,0.822,0.149,293120,0.206,0.000649,3,0.115,-13.888,1,0.0323,4,0.264,rock
7zMUCLm1TN9o9JlLISztxO,Burning Love,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0.0993,0.66,170293,0.748,0.00585,2,0.283,-11.206,1,0.0284,4,0.972,rockabilly
0wtHjEAzLYYyGuk2WtpGwS,Easy,Commodores,6twIAGnYuIT1pncMAsXnEm,0.233,0.576,260893,0.432,0.00135,10,0.0743,-13.642,0,0.0314,4,0.348,soul
2yBVeksU2EtrPJbTu4ZslK,What a Fool Believes,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,0.284,0.758,223867,0.378,0.0,8,0.049,-15.308,0,0.0449,4,0.985,yacht rock
52VIdyKqp1pJRSyUQaxKUA,Everything I Own,Bread,70ZTdbPEcEugBNay4MvxfL,0.735,0.365,187000,0.338,0.0,2,0.104,-13.406,1,0.0322,4,0.446,soft rock
6Rvlwah55rEmg1ufhBz022,Goodbye Yellow Brick Road - Remastered 2014,Elton John,3PhoLpVuITZKcymswpck5b,0.446,0.559,192827,0.473,0.00141,5,0.154,-7.712,1,0.0279,4,0.397,soft rock
0HdcunWW5FsRqKr3lwJOIo,Follow You Follow Me - Remastered 2007,Genesis,3CkvROUTQ6nRi9yQOcsB50,0.146,0.531,240991,0.747,0.0722,7,0.07,-9.368,1,0.0344,4,0.761,symphonic rock
5qxFudz7A6PGptviHsz4Yd,Annie's Song,John Denver,7EK1bQADBoqbYXnT4Cqv9w,0.92,0.325,178267,0.308,0.00603,2,0.441,-11.503,1,0.0297,3,0.447,soft rock
0n2pjCIMKwHSXoYfEbYMfX,You Are The Sunshine Of My Life,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.823,0.519,178200,0.46,5.97e-05,11,0.243,-14.53,1,0.0688,4,0.675,soul
6vZZtivPrtpggT5SSXsYTy,Solsbury Hill,Peter Gabriel,7C4sUpWGlTy7IANjruj02I,0.355,0.678,261560,0.631,0.000268,11,0.376,-8.624,1,0.0301,1,0.463,symphonic rock
1BvJmtaXsqtH438BcDPeBb,Daniel,Elton John,3PhoLpVuITZKcymswpck5b,0.38,0.688,234667,0.477,4.93e-05,0,0.0864,-11.945,1,0.029,4,0.897,soft rock
3uiMBldZ07pW0ySHDX5gzE,Silly Love Songs - Remastered 2014,Wings,3sFhA6G1N0gG1pszb6kk1m,0.134,0.742,354240,0.471,0.0903,0,0.284,-10.767,1,0.0326,4,0.815,soft rock
6Xz7FeyE8HTP90HecgHV57,Wild World,Yusuf / Cat Stevens,08F3Y3SctIlsOEmKd6dnH8,0.376,0.484,200173,0.508,0.000791,0,0.0961,-9.308,1,0.0364,4,0.554,soft rock
4etJ8NpS7YJ6vViV2UEJit,It's Too Late,Carole King,319yZVtYM9MBGqmSQnMyY6,0.496,0.699,233187,0.446,0.0054,9,0.177,-12.719,0,0.0284,4,0.788,soul
1f4iVGDitHYMVBaoc9GXO2,Love Will Keep Us Together,Captain & Tennille,7BEfMxbaqx6dOpbtlEqScm,0.317,0.681,206800,0.484,0.0,4,0.121,-13.67,1,0.0348,4,0.923,yacht rock
6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,0.166,0.815,217347,0.372,0.000116,7,0.0767,-12.814,1,0.0752,4,0.293,soft rock
0VNzEY1G4GLqcNx5qaaTl6,Vincent,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,0.908,0.419,243493,0.085,5.33e-06,7,0.34,-19.387,1,0.0362,3,0.458,traditional folk
5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,0LcJLqbBmaGUft1e9Mm8HV,0.163,0.684,243933,0.675,0.0,11,0.242,-8.123,1,0.0257,4,0.924,swedish pop
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,Elton John,3PhoLpVuITZKcymswpck5b,0.0263,0.621,235440,0.8,1.51e-05,4,0.0591,-7.284,0,0.0344,4,0.968,soft rock
0qdQUeKVyevrbKhAo0ibxS,My Sweet Lord - Remastered 2014,George Harrison,7FIoB5PHdrMZVC3q2HE5MS,0.0972,0.537,281227,0.701,0.0,1,0.0832,-8.913,0,0.0335,4,0.583,soft rock
3lh3iiiJeiBXHSZw6u0kh6,Into the Mystic - 2013 Remaster,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,0.367,0.608,205613,0.524,0.00254,8,0.115,-10.266,1,0.0309,4,0.797,soft rock
1H4idkmruFoJBg1DvUv2tY,Band On The Run - Remastered 2010,Wings,3sFhA6G1N0gG1pszb6kk1m,0.0832,0.479,313027,0.601,0.00142,7,0.11,-8.806,1,0.0318,4,0.669,soft rock
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,3iDD7bnsjL9J4fO298r0L0,0.0193,0.429,235373,0.564,0.000828,11,0.128,-6.784,1,0.0268,4,0.276,yacht rock
2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,0.566,0.674,161533,0.537,0.0,1,0.131,-10.971,0,0.0363,4,0.809,country dawn
6yLIqXX9edg1x0HZS7cZEv,The Air That I Breathe - 2008 Remaster,The Hollies,6waa8mKu91GjzD4NlONlNJ,0.242,0.279,257107,0.473,0.00164,4,0.158,-8.375,0,0.0309,4,0.246,soft rock
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,3PhoLpVuITZKcymswpck5b,0.259,0.665,322549,0.673,7.62e-06,0,0.497,-7.95,1,0.0493,4,0.779,soft rock
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,0.303,0.43,271333,0.463,5.84e-05,2,0.152,-10.96,1,0.0442,4,0.66,rock
46ou4l4zvrZMada0TgoVH9,"Knowing Me, Knowing You",ABBA,0LcJLqbBmaGUft1e9Mm8HV,0.0426,0.55,243893,0.741,3.72e-06,2,0.235,-7.109,1,0.0299,4,0.903,swedish pop
1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,0.78,0.806,191227,0.462,0.0134,2,0.15,-12.778,1,0.0298,4,0.736,soft rock
0UAJH0k4k3slcE83a9UGCe,Lola,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,0.582,0.474,241040,0.917,0.231,9,0.201,-4.19,1,0.0395,4,0.902,roots rock
1K1nzhbKCNmrNXi9B07mPF,Forever In Blue Jeans,Neil Diamond,7mEIug7XUlQHikrFxjTWes,0.0221,0.706,217533,0.39,3.81e-05,9,0.0944,-13.673,1,0.0324,4,0.839,yacht rock
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,1ThoqLcyIYvZn7iWbj8fsj,0.292,0.69,254560,0.651,0.00241,9,0.105,-8.267,1,0.0324,4,0.706,soul
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,29kkCKKGXheHuoO829FxWK,0.000894,0.377,285133,0.682,0.00217,7,0.0504,-8.039,1,0.0299,4,0.288,soft rock
6H7nDglS6xWpRidbhMwI2L,Here You Come Again,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,0.647,0.529,179491,0.511,0.00724,1,0.0391,-9.37,1,0.0418,4,0.559,country dawn
4pNiE4LCVV74vfIBaUHm1b,Sir Duke,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.16,0.588,232760,0.568,0.0,6,0.0792,-9.766,1,0.0672,4,0.952,soul
